TimeStamp,Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,RAW_TP9,RAW_AF7,RAW_AF8,RAW_TP10,AUX_RIGHT,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyro_X,Gyro_Y,Gyro_Z,HeadBandOn,HSI_TP9,HSI_AF7,HSI_AF8,HSI_TP10,Battery,Elements
2020-05-06 22:42:40.757,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,826.4102564102565,813.1135531135533,810.2930402930403,812.3076923076924,802.2344322344322,0.019897,0.115845,1.001282,2.407532,-2.7215580000000004,-2.6094060000000003,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.800,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,812.7106227106227,803.8461538461539,801.025641025641,802.6373626373628,647.1062271062273,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.800,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,790.952380952381,805.8608058608058,792.1611721611722,798.6080586080586,621.3186813186812,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.801,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,800.2197802197803,810.2930402930403,800.2197802197803,803.8461538461539,688.6080586080586,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.801,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,818.3516483516484,807.4725274725274,812.7106227106227,801.025641025641,733.3333333333335,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.801,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,814.7252747252749,805.4578754578755,817.5457875457877,797.8021978021977,666.0439560439562,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.802,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,803.040293040293,806.2637362637363,814.3223443223442,803.8461538461539,723.2600732600732,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.802,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,806.2637362637363,807.4725274725274,809.0842490842491,805.8608058608058,799.4139194139194,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.803,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,820.7692307692308,796.5934065934067,806.6666666666667,805.8608058608058,780.4761904761905,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
2020-05-06 22:42:40.803,-0.169642611180185,-0.4628881078511866,-0.8430084167270258,-0.3758034435560142,0.1354122866217591,-0.018807704360317482,-0.3854288164136935,0.005506856714757993,0.26770395981754297,0.2902940761521831,-0.1521855831118125,0.29931597870548105,0.2570932833655917,0.5973533995930922,0.2865845067599265,0.4543646902385682,-0.009594172440568371,0.2783885492261063,0.03267047194631423,0.2313721177871598,826.007326007326,791.3553113553114,809.8901098901099,802.2344322344322,773.2234432234433,0.017334,0.11602799999999999,0.999756,2.557068,-2.960815,-1.958923,1.0,1.0,1.0,1.0,1.0,65.0,
